time,h_GR,h_GAF
0.3519,-9.22929e-33,-4.61464e-33
0.3524,-7.04354e-33,-3.52177e-33
0.3529,-1.59662e-33,-7.98311e-34
0.3534,3.49332e-33,1.74666e-33
0.3539,5.59895e-33,2.79948e-33
0.3544,4.26143e-33,2.13071e-33
0.3549,9.54203e-34,4.77101e-34
0.3554,-2.12818e-33,-1.06409e-33
0.3559,-3.39657e-33,-1.69828e-33
0.3564,-2.57818e-33,-1.28909e-33
0.3569,-5.70147e-34,-2.85073e-34
0.3574,1.29647e-33,6.48233e-34
0.3579,2.06049e-33,1.03024e-33
0.3584,1.55979e-33,7.79897e-34
0.3589,3.40594e-34,1.70297e-34
0.3594,-7.89775e-34,-3.94888e-34
0.3599,-1.24996e-33,-6.24981e-34
0.3604,-9.43654e-34,-4.71827e-34
0.3609,-2.03417e-34,-1.01709e-34
0.3614,4.81094e-34,2.40547e-34
0.3619,7.58258e-34,3.79129e-34
0.3624,5.70890e-34,2.85445e-34
0.3629,1.21460e-34,6.07299e-35
0.3634,-2.93050e-34,-1.46525e-34
0.3639,-4.59974e-34,-2.29987e-34
0.3644,-3.45372e-34,-1.72686e-34
0.3649,-7.25061e-35,-3.62530e-35
0.3654,1.78500e-34,8.92501e-35
0.3659,2.79026e-34,1.39513e-34
0.3664,2.08937e-34,1.04468e-34
0.3669,4.32720e-35,2.16360e-35
0.3674,-1.08723e-34,-5.43617e-35
0.3679,-1.69259e-34,-8.46293e-35
0.3684,-1.26397e-34,-6.31983e-35
0.3689,-2.58182e-35,-1.29091e-35
0.3694,6.62206e-35,3.31103e-35
0.3699,1.02673e-34,5.13363e-35
0.3704,7.64631e-35,3.82316e-35
0.3709,1.54003e-35,7.70013e-36
0.3714,-4.03319e-35,-2.01659e-35
0.3719,-6.22807e-35,-3.11404e-35
0.3724,-4.62552e-35,-2.31276e-35
0.3729,-9.18359e-36,-4.59180e-36
0.3734,2.45636e-35,1.22818e-35
0.3739,3.77788e-35,1.88894e-35
0.3744,2.79810e-35,1.39905e-35
0.3749,5.47484e-36,2.73742e-36
0.3754,-1.49596e-35,-7.47982e-36
0.3759,-2.29159e-35,-1.14580e-35
0.3764,-1.69262e-35,-8.46310e-36
0.3769,-3.26289e-36,-1.63144e-36
0.3774,9.11037e-36,4.55518e-36
0.3779,1.39002e-35,6.95010e-36
0.3784,1.02388e-35,5.11939e-36
0.3789,1.94402e-36,9.72010e-37
0.3794,-5.54802e-36,-2.77401e-36
0.3799,-8.43146e-36,-4.21573e-36
0.3804,-6.19348e-36,-3.09674e-36
0.3809,-1.15787e-36,-5.78937e-37
0.3814,3.37853e-36,1.68926e-36
0.3819,5.11422e-36,2.55711e-36
0.3824,3.74638e-36,1.87319e-36
0.3829,6.89411e-37,3.44706e-37
0.3834,-2.05733e-36,-1.02867e-36
0.3839,-3.10206e-36,-1.55103e-36
0.3844,-2.26612e-36,-1.13306e-36
0.3849,-3.26289e-37,-1.63144e-37
0.3854,1.25276e-36,6.26378e-37
0.3859,1.88156e-36,9.40779e-37
0.3864,1.37072e-36,6.85359e-37
0.3869,1.94402e-37,9.72010e-38
0.3874,-7.62811e-37,-3.81405e-37
0.3879,-1.14125e-36,-5.70623e-37
0.3884,-8.29098e-37,-4.14549e-37
0.3889,-1.45219e-37,-7.26094e-38
0.3894,4.64467e-37,2.32233e-37
0.3899,6.92213e-37,3.46107e-37
0.3904,5.01485e-37,2.50742e-37
0.3909,8.63407e-38,4.31704e-38
0.3914,-3.88559e-37,-1.94280e-37
0.3919,-5.77272e-37,-2.88636e-37
0.3924,-4.17098e-37,-2.08549e-37
0.3929,-6.90335e-38,-3.45168e-38
0.3934,3.24832e-37,1.62416e-37
0.3939,4.80664e-37,2.40332e-37
0.3944,3.46721e-37,1.73360e-37
0.3949,5.66021e-38,2.83011e-38
0.3954,-2.71375e-37,-1.35688e-37
0.3959,-4.00550e-37,-2.00275e-37
0.3964,-2.87987e-37,-1.43994e-37
0.3969,-4.64928e-38,-2.32464e-38
0.3974,1.89048e-37,9.45240e-38
0.3979,2.78244e-37,1.39122e-37
0.3984,1.99604e-37,9.98018e-38
0.3989,3.14929e-38,1.57464e-38
0.3994,-1.32353e-37,-6.61765e-38
0.3999,-1.94120e-37,-9.70600e-38
0.4004,-1.38832e-37,-6.94159e-38
0.4009,-2.14904e-38,-1.07452e-38
0.4014,9.32554e-38,4.66277e-38
0.4019,1.36450e-37,6.82248e-38
0.4024,9.73002e-38,4.86501e-38
0.4029,1.45823e-38,7.29117e-39
0.4034,-6.51726e-38,-3.25863e-38
0.4039,-9.48992e-38,-4.74496e-38
0.4044,-6.75071e-38,-3.37535e-38
0.4049,-9.90230e-39,-4.95115e-39
0.4054,4.55872e-38,2.27936e-38
0.4059,6.60664e-38,3.30332e-38
0.4064,4.69117e-38,2.34559e-38
0.4069,6.72448e-39,3.36224e-39
0.4074,-3.10685e-38,-1.55343e-38
0.4079,-4.49162e-38,-2.24581e-38
0.4084,-3.17405e-38,-1.58703e-38
0.4089,-4.44928e-39,-2.22464e-39
0.4094,2.16571e-38,1.08285e-38
0.4099,3.11756e-38,1.55878e-38
0.4104,2.19404e-38,1.09702e-38
0.4109,3.00044e-39,1.50022e-39
0.4114,-1.50353e-38,-7.51764e-39
0.4119,-2.16475e-38,-1.08237e-38
0.4124,-1.52104e-38,-7.60518e-39
0.4129,-2.02471e-39,-1.01235e-39
0.4134,1.04031e-38,5.20154e-39
0.4139,1.49492e-38,7.47459e-39
0.4144,1.04631e-38,5.23153e-39
0.4149,1.35718e-39,6.78591e-40
0.4154,-7.32554e-39,-3.66277e-39
0.4159,-1.04992e-38,-5.24959e-39
0.4164,-7.34311e-39,-3.67155e-39
0.4169,-9.37450e-40,-4.68725e-40
0.4174,5.11764e-39,2.55882e-39
0.4179,7.30664e-39,3.65332e-39
0.4184,5.10185e-39,2.55092e-39
0.4189,6.34929e-40,3.17464e-40
0.4194,-3.72306e-39,-1.86153e-39
0.4199,-5.29272e-39,-2.64636e-39
0.4204,-3.68104e-39,-1.84052e-39
0.4209,-4.44928e-40,-2.22464e-40
0.4214,2.66571e-39,1.33285e-39
0.4219,3.77444e-39,1.88722e-39
0.4224,2.62104e-39,1.31052e-39
0.4229,3.07271e-40,1.53635e-40
0.4234,-1.97726e-39,-9.88629e-40
0.4239,-2.78720e-39,-1.39360e-39
0.4244,-1.92804e-39,-9.64018e-40
0.4249,-2.19944e-40,-1.09972e-40
0.4254,1.45031e-39,7.25153e-40
0.4259,2.03656e-39,1.01828e-39
0.4264,1.40104e-39,7.00520e-40
0.4269,1.55909e-40,7.79545e-41
0.4274,-1.15031e-39,-5.75154e-40
0.4279,-1.60965e-39,-8.04826e-40
0.4284,-1.10610e-39,-5.53049e-40
0.4289,-1.20823e-40,-6.04115e-41
0.4294,9.10572e-40,4.55286e-40
0.4299,1.27058e-39,6.35288e-40
0.4304,8.71102e-40,4.35551e-40
0.4309,9.28236e-41,4.64118e-41
0.4314,-7.32554e-40,-3.66277e-40
0.4319,-1.01992e-39,-5.09959e-40
0.4324,-6.97311e-40,-3.48655e-40
0.4329,-7.17450e-41,-3.58725e-41
0.4334,5.81764e-40,2.90882e-40
0.4339,8.07213e-40,4.03607e-40
0.4344,5.50031e-40,2.75016e-40
0.4349,5.46221e-41,2.73110e-41
0.4354,-4.65806e-40,-2.32903e-40
0.4359,-6.44272e-40,-3.22136e-40
0.4464,-3.55108e-41,-1.77554e-41
0.4469,-4.00335e-42,-2.00167e-42
0.4474,2.26571e-41,1.13285e-41
0.4479,3.13682e-41,1.56841e-41
0.4484,2.14721e-41,1.07360e-41
0.4489,2.35014e-42,1.17507e-42
0.4494,-1.37879e-41,-6.89395e-42
0.4499,-1.90220e-41,-9.51100e-42
0.4504,-1.29832e-41,-6.49159e-42
0.4509,-1.37814e-42,-6.89071e-43
0.4514,8.39042e-42,4.19521e-42
0.4519,1.15351e-41,5.76754e-42
0.4524,7.85024e-42,3.92512e-42
0.4529,8.07223e-43,4.03612e-43
0.4534,-5.10572e-42,-2.55286e-42
0.4539,-6.99484e-42,-3.49742e-42
0.4544,-4.74653e-42,-2.37326e-42
0.4549,-4.72233e-43,-2.36117e-43
0.4554,3.10685e-42,1.55342e-42
0.4559,4.24162e-42,2.12081e-42
0.4564,2.86987e-42,1.43494e-42
0.4569,2.75895e-43,1.37947e-43
0.4574,-1.89048e-42,-9.45240e-43
0.4579,-2.57206e-42,-1.28603e-42
0.4584,-1.73516e-42,-8.67579e-43
0.4589,-1.60957e-43,-8.04785e-44
0.4594,1.15031e-42,5.75154e-43
0.4599,1.55965e-42,7.79826e-43
0.4604,1.04909e-42,5.24543e-43
0.4609,9.37579e-44,4.68790e-44
0.4614,-6.99918e-43,-3.49959e-43
0.4619,-9.45729e-43,-4.72864e-43
0.4624,-6.34271e-43,-3.17135e-43
0.4629,-5.45230e-44,-2.72615e-44
0.4634,4.25862e-43,2.12931e-43
0.4639,5.73460e-43,2.86730e-43
0.4644,3.83470e-43,1.91735e-43
0.4649,3.16492e-44,1.58246e-44
0.4654,-2.59108e-43,-1.29554e-43
0.4659,-3.47725e-43,-1.73862e-43
0.4664,-2.31835e-43,-1.15917e-43
0.4669,-1.83352e-44,-9.16761e-45
0.4674,1.57646e-43,7.88229e-44
0.4679,2.10845e-43,1.05422e-43
0.4684,1.40159e-43,7.00794e-44
0.4689,1.05990e-44,5.29950e-45
0.4694,-9.59125e-44,-4.79563e-44
0.4699,-1.27846e-43,-6.39229e-44
0.4704,-8.47332e-44,-4.23666e-44
0.4709,-6.11239e-45,-3.05619e-45
0.4714,5.83523e-44,2.91761e-44
0.4719,7.75187e-44,3.87593e-44
0.4724,5.12247e-44,2.56123e-44
0.4729,3.51569e-45,1.75785e-45
0.4734,-3.55001e-44,-1.77501e-44
0.4739,-4.70025e-44,-2.35012e-44
0.4744,-3.09669e-44,-1.54835e-44
0.4749,-2.01622e-45,-1.00811e-45
0.4754,2.15970e-44,1.07985e-44
0.4759,2.84991e-44,1.42495e-44
0.4764,1.87201e-44,9.36005e-45
0.4769,1.15251e-45,5.76255e-46
0.4774,-1.31385e-44,-6.56926e-45
0.4779,-1.72798e-44,-8.63991e-45
0.4784,-1.13165e-44,-5.65825e-45
0.4789,-6.56372e-46,-3.28186e-46
0.4794,7.99263e-45,3.99631e-45
0.4799,1.04771e-44,5.23853e-45
0.4804,6.84077e-45,3.42038e-45
0.4809,3.72257e-46,1.86129e-46
0.4814,-4.86210e-45,-2.43105e-45
0.4819,-6.35240e-45,-3.17620e-45
0.4824,-4.13516e-45,-2.06758e-45
0.4829,-2.10119e-46,-1.05060e-46
0.4834,2.95766e-45,1.47883e-45
0.4839,3.85151e-45,1.92575e-45
0.4844,2.49960e-45,1.24980e-45
0.4849,1.17949e-46,5.89744e-47
0.4854,-1.79914e-45,-8.99571e-46
0.4859,-2.33518e-45,-1.16759e-45
0.4864,-1.51092e-45,-7.55460e-46
0.4869,-6.57862e-47,-3.28931e-47
0.4874,1.09438e-45,5.47189e-46
0.4879,1.41581e-45,7.07905e-46
0.4884,9.13283e-46,4.56641e-46
0.4889,3.64148e-47,1.82074e-47
0.4894,-6.65682e-46,-3.32841e-46
0.4899,-8.58392e-46,-4.29196e-46
0.4904,-5.52027e-46,-2.76013e-46
0.4909,-1.99738e-47,-9.98688e-48
0.4914,4.04906e-46,2.02453e-46
0.4919,5.20430e-46,2.60215e-46
0.4924,3.33662e-46,1.66831e-46
0.4929,1.08344e-47,5.41718e-48
0.4934,-2.46282e-46,-1.23141e-46
0.4939,-3.15525e-46,-1.57762e-46
0.4944,-2.01672e-46,-1.00836e-46
0.4949,-5.79555e-48,-2.89778e-48
0.4954,1.49797e-46,7.48984e-47
0.4959,1.91294e-46,9.56469e-47
0.4964,1.21892e-46,6.09460e-47
0.4969,3.04503e-48,1.52251e-48
0.4974,-9.11092e-47,-4.55546e-47
0.4979,-1.15975e-46,-5.79874e-47
0.4984,-7.36713e-47,-3.68356e-47
0.4989,-1.56201e-48,-7.81003e-49
0.4994,5.54133e-48,2.77066e-48
0.4999,7.03111e-48,3.51555e-48
0.5000,4.45259e-48,2.22629e-48
